StartNode,Relationship,EndNode,Id
1451,GIVES,1451e#lli,36117
1567,GIVES,1567e#judy22,36118
watkinsbenjamin,GETS,2392e#watkinsbenjamin,36119
robert85,GOES_TO,1597,36120
hallen,GETS,2491e#hallen,36121
254,GIVES,254e#hwalters,36122
goodanne,GETS,636e#goodanne,36123
1800,GIVES,1800e#zhughes,36124
agraves,GETS,2077e#agraves,36125
codyshelton,GOES_TO,1697,36126
taylorchristine,FOLLOWS,walshjeffrey,36127
martindanielle,FOLLOWS,lopezjocelyn,36128
sheajamie,FOLLOWS,sperry,36129
robert92,FOLLOWS,marcusrogers,36130
hwilliams,GOES_TO,174,36131
2854,GIVES,2854e#kimberlywilliams,36132
jeffrey04,PRESENTS,1448,36133
2365,GIVES,2365e#gregorylaura,36134
moconnor,FOLLOWS,jacob02,36135
jay06,PRESENTS,260,36136
derekphillips,GOES_TO,1744,36137
1667,GIVES,1667e#vburgess,36138
andrew58,GETS,1087e#andrew58,36139
2742,GIVES,2742e#jmoore,36140
gnelson,FOLLOWS,smithlouis,36141
jlane,GOES_TO,687,36142
2005,GIVES,2005e#cthompson,36143
1918,GIVES,1918e#lisa31,36144
2069,GIVES,2069e#qingram,36145
626,GIVES,626e#tramos,36146
wkennedy,HOSTS,1952,36147
joshuabowman,GOES_TO,2825,36148
griffithtiffany,GETS,2203e#griffithtiffany,36149
jay75,GETS,403e#jay75,36150
davidgalvan,FOLLOWS,dfox,36151
richardhoward,GETS,358e#richardhoward,36152
574q4,ASKED_IN,574,36153
sierramitchell,FOLLOWS,bethwilson,36154
christine85,GOES_TO,2098,36155
gtaylor,PRESENTS,1124,36156
lisamckinney,GETS,2828e#lisamckinney,36157
978,GIVES,978e#christianford,36158
1910,GIVES,1910e#clairedavidson,36159
shawnaferrell,FOLLOWS,davidlopez,36160
628,GIVES,628e#christinarussell,36161
lopezdustin,GETS,185e#lopezdustin,36162
martinhall,FOLLOWS,jjordan,36163
richardharris,GETS,2058e#richardharris,36164
charlesdouglas,PRESENTS,2310,36165
sean78,GETS,2052e#sean78,36166
sandra96,GETS,574e#sandra96,36167
1261,GIVES,1261e#devans,36168
martincrystal,GETS,867e#martincrystal,36169
dodsonjason,GETS,1478e#dodsonjason,36170
anthony70,GOES_TO,2254,36171
kathryncardenas,GETS,2172e#kathryncardenas,36172
george74,GETS,513e#george74,36173
wmorgan,GOES_TO,2595,36174
brownkenneth,FOLLOWS,douglasjeremiah,36175
donaldallen,GOES_TO,1258,36176
1930,GIVES,1930e#allenbrian,36177
1695,GIVES,1695e#bsmith,36178
kcraig,GETS,810e#kcraig,36179
susanortiz,PRESENTS,1475,36180
horebekah,GETS,568e#horebekah,36181
bradleylisa,GETS,1566e#bradleylisa,36182
devin73,GOES_TO,2423,36183
shelbyschneider,GOES_TO,1701,36184
232,GIVES,232e#atodd,36185
2830,GIVES,2830e#crobbins,36186
theresa93,GETS,1636e#theresa93,36187
2904,GIVES,2904e#russellnelson,36188
chamilton,FOLLOWS,adamsluis,36189
349,GIVES,349e#vwagner,36190
794,GIVES,794e#peckdaisy,36191
joseph33,PRESENTS,30,36192
1491,GIVES,1491e#michelledixon,36193
graycurtis,GOES_TO,1930,36194
qlong,FOLLOWS,sabrina70,36195
1160,GIVES,1160e#curtis22,36196
1111q3,ASKED_IN,1111,36197
kristie84,GETS,1936e#kristie84,36198
michael09,FOLLOWS,zmorrison,36199
kathleen19,GETS,1202e#kathleen19,36200
deanmichael,GOES_TO,2038,36201
592,GIVES,592e#cynthiagreen,36202
taylorclark,PRESENTS,1369,36203
shawnicholas,GOES_TO,1052,36204
huertajeffrey,FOLLOWS,hsmall,36205
flowersmichael,GOES_TO,1609,36206
1144,IN_TYPE,Debate,36207
nicoleharris,GOES_TO,470,36208
2219,GIVES,2219e#bakercynthia,36209
michaelgoodwin,HOSTS,648,36210
866,GIVES,866e#jesseward,36211
aflores,GOES_TO,2009,36212
leonardcynthia,GETS,194e#leonardcynthia,36213
randallmichael,GETS,292e#randallmichael,36214
751q2,ASKED_IN,751,36215
tina32,FOLLOWS,ynixon,36216
2070,GIVES,2070e#tami28,36217
1283,GIVES,1283e#colemanjohn,36218
michaelburke,GETS,720e#michaelburke,36219
sheila83,GETS,2816e#sheila83,36220
justinsmith,GETS,1480e#justinsmith,36221
thomasdeborah,GOES_TO,767,36222
gravesshelley,GETS,2777e#gravesshelley,36223
mitchellkevin,GETS,2088e#mitchellkevin,36224
50,GIVES,50e#melissa85,36225
zachary33,GETS,2081e#zachary33,36226
pbridges,GOES_TO,344,36227
kellynancy,GOES_TO,2084,36228
frodgers,GOES_TO,2352,36229
twood,FOLLOWS,gspencer,36230
emily92,GETS,2401e#emily92,36231
2409,GIVES,2409e#xjones,36232
powellmichael,PRESENTS,200,36233
barrypatrick,GOES_TO,1344,36234
meganrobinson,GETS,2867e#meganrobinson,36235
1157,GIVES,1157e#fdiaz,36236
qaguilar,GETS,2556e#qaguilar,36237
cameron34,GETS,851e#cameron34,36238
brittanygeorge,PRESENTS,1143,36239
2985,GIVES,2985e#leslie91,36240
2216,GIVES,2216e#shannon90,36241
adam88,GOES_TO,2165,36242
1869,GIVES,1869e#martinezfrederick,36243
jonesjose,GOES_TO,2346,36244
1529,GIVES,1529e#werickson,36245
amber48,FOLLOWS,melissa35,36246
kevinbartlett,FOLLOWS,erin23,36247
1502,GIVES,1502e#vasquezkathleen,36248
1470,GIVES,1470e#danieljackson,36249
ljacobs,GETS,271e#ljacobs,36250
tiffanyjuarez,GETS,1353e#tiffanyjuarez,36251
leemark,GOES_TO,2185,36252
horebekah,GOES_TO,1572,36253
andrewthomas,GETS,2911e#andrewthomas,36254
439,GIVES,439e#wguerrero,36255
orussell,FOLLOWS,hsmith,36256
katherinemaldonado,GETS,296e#katherinemaldonado,36257
danielschwartz,GOES_TO,2917,36258
753,GIVES,753e#moorejohn,36259
collinstyler,GETS,1605e#collinstyler,36260
abigail14,GOES_TO,886,36261
2159,GIVES,2159e#annette18,36262
garcianathan,GOES_TO,2308,36263
joel13,FOLLOWS,palmerkathleen,36264
166,GIVES,166e#gibbsashley,36265
colediana,GOES_TO,305,36266
2053,IN_TYPE,Masterclass,36267
hansenscott,GETS,2826e#hansenscott,36268
upeterson,GETS,1321e#upeterson,36269
dianathompson,GETS,2223e#dianathompson,36270
482,GIVES,482e#yarnold,36271
changkristen,GETS,1333e#changkristen,36272
matthew78,GETS,603e#matthew78,36273
dylanharris,FOLLOWS,deborah87,36274
smithalyssa,GOES_TO,839,36275
888,GIVES,888e#lparker,36276
andrea42,GETS,285e#andrea42,36277
rodriguezdustin,GETS,196e#rodriguezdustin,36278
234,GIVES,234e#pamelavargas,36279
shawn35,GETS,1886e#shawn35,36280
2518,GIVES,2518e#daniel14,36281
megananderson,GOES_TO,2203,36282
1034,GIVES,1034e#rwilkinson,36283
palmertanya,GETS,2269e#palmertanya,36284
pallen,GOES_TO,560,36285
brownlynn,GOES_TO,2483,36286
fvega,PRESENTS,1540,36287
2978q2,ASKED_IN,2978,36288
charlespeters,GETS,2766e#charlespeters,36289
1479q1,ASKED_IN,1479,36290
641,GIVES,641e#danielleclark,36291
2142,GIVES,2142e#casejohnathan,36292
sandrarussell,GETS,1703e#sandrarussell,36293
359,GIVES,359e#pjohnson,36294
oliviali,PRESENTS,2893,36295
dwashington,GOES_TO,287,36296
rebeccamartin,GETS,1439e#rebeccamartin,36297
wesleygreen,GETS,2925e#wesleygreen,36298
1426,GIVES,1426e#welchkimberly,36299
robbinslisa,FOLLOWS,danielle86,36300
1766,GIVES,1766e#jeffreysaunders,36301
vdavis,FOLLOWS,lhicks,36302
2177,GIVES,2177e#amy75,36303
lopezroberto,PRESENTS,1179,36304
1308q3,ASKED_IN,1308,36305
1415,GIVES,1415e#ogutierrez,36306
jennyjohnson,FOLLOWS,wendy37,36307
2069,GIVES,2069e#uthomas,36308
397,GIVES,397e#ethanhammond,36309
zanderson,GOES_TO,863,36310
rebecca38,FOLLOWS,mmorrison,36311
2674,GIVES,2674e#julie97,36312
1795,GIVES,1795e#davisanthony,36313
539,GIVES,539e#jessicahickman,36314
thompsonkelly,GETS,1134e#thompsonkelly,36315
urice,GOES_TO,1508,36316
1212,GIVES,1212e#urice,36317
vflores,GOES_TO,2162,36318
roywendy,GETS,2198e#roywendy,36319
tfranklin,GOES_TO,615,36320
sarah78,GOES_TO,433,36321
reyesheather,FOLLOWS,hsmith,36322
lthompson,FOLLOWS,thompsonscott,36323
lisahoward,GETS,261e#lisahoward,36324
breannahicks,GETS,607e#breannahicks,36325
fvega,GETS,702e#fvega,36326
brownmichael,GETS,1513e#brownmichael,36327
183q3,ASKED_IN,183,36328
2013,GIVES,2013e#thomas17,36329
2211,GIVES,2211e#jesusmartinez,36330
victoria38,GOES_TO,1238,36331
1752,IN_TYPE,Workshop,36332
katherinehatfield,GETS,1837e#katherinehatfield,36333
aanderson,FOLLOWS,frankmontgomery,36334
1482,GIVES,1482e#melissascott,36335
dharmon,GOES_TO,373,36336
bretthobbs,GETS,1010e#bretthobbs,36337
hvaldez,FOLLOWS,melissajackson,36338
awilliamson,GOES_TO,2736,36339
46,GIVES,46e#scottnicholas,36340
megan69,GETS,1066e#megan69,36341
tara11,GETS,2915e#tara11,36342
jacksondennis,PRESENTS,1781,36343
1733,GIVES,1733e#fletcheredward,36344
brookeboyer,GOES_TO,2070,36345
2517,GIVES,2517e#newmanjose,36346
butlerbecky,GOES_TO,2388,36347
josephmack,GETS,1400e#josephmack,36348
1517,GIVES,1517e#singletonkristi,36349
2077,GIVES,2077e#mccallvirginia,36350
zgarcia,GOES_TO,1040,36351
2677,GIVES,2677e#dluna,36352
2275,GIVES,2275e#kennedydonald,36353
joe15,FOLLOWS,larsonandrea,36354
michaelreyes,GOES_TO,2484,36355
patrick68,GETS,1630e#patrick68,36356
christopherwalker,GETS,2596e#christopherwalker,36357
bwade,GETS,1692e#bwade,36358
lisa55,GETS,2607e#lisa55,36359
394,GIVES,394e#christine85,36360
douglasjohnson,GOES_TO,858,36361
brenda07,FOLLOWS,brichard,36362
sean99,GETS,1709e#sean99,36363
slopez,PRESENTS,2572,36364
jaimebeard,GOES_TO,1504,36365
1357,GIVES,1357e#greenamy,36366
462,GIVES,462e#hernandezeric,36367
tsanford,GOES_TO,1142,36368
2198,GIVES,2198e#pricealan,36369
899,GIVES,899e#drichardson,36370
evansjennifer,FOLLOWS,melendezrobert,36371
douglas42,GETS,1383e#douglas42,36372
1658,GIVES,1658e#timothy10,36373
alexanderkendra,GETS,2545e#alexanderkendra,36374
curtisgregory,GETS,2540e#curtisgregory,36375
leecharles,GETS,976e#leecharles,36376
christopherbarnes,GETS,1794e#christopherbarnes,36377
rodriguezmitchell,GETS,2344e#rodriguezmitchell,36378
jessicajones,GETS,265e#jessicajones,36379
2467,GIVES,2467e#hfox,36380
186,GIVES,186e#mmartinez,36381
1280,GIVES,1280e#kayla19,36382
2983,IN_TYPE,Workshop,36383
martinezdonna,GETS,2605e#martinezdonna,36384
david84,GOES_TO,1816,36385
lopezjacob,GOES_TO,2420,36386
ashley58,FOLLOWS,mejiamakayla,36387
jstevens,GOES_TO,109,36388
manderson,GETS,2432e#manderson,36389
lewiscorey,GOES_TO,397,36390
jwhite,GOES_TO,394,36391
james04,GETS,1556e#james04,36392
lewisstephen,GOES_TO,2567,36393
xmartinez,GOES_TO,421,36394
jonathanmorris,GOES_TO,2564,36395
alexander77,PRESENTS,1094,36396
2481,GIVES,2481e#heatherfisher,36397
granterica,GETS,2127e#granterica,36398
theresa82,GOES_TO,2481,36399
2671,GIVES,2671e#oacosta,36400
salaskimberly,GOES_TO,2468,36401
carlos44,GOES_TO,256,36402
2363,GIVES,2363e#rebeccafaulkner,36403
michaelgardner,GETS,2098e#michaelgardner,36404
1628q4,ASKED_IN,1628,36405
2846,GIVES,2846e#aaron99,36406
nthompson,FOLLOWS,kelly76,36407
woodmelissa,GOES_TO,846,36408
belljennifer,GETS,2673e#belljennifer,36409
austin41,GOES_TO,1060,36410
1008,GIVES,1008e#daniel02,36411
bradleymcgrath,GOES_TO,862,36412
1325,GIVES,1325e#nphelps,36413
713,GIVES,713e#phelpsnicole,36414
2751,GIVES,2751e#ounderwood,36415
kevinhorn,GOES_TO,966,36416
gregorygeorge,PRESENTS,2684,36417
danielcruz,FOLLOWS,colejacobson,36418
cynthiasmith,GETS,272e#cynthiasmith,36419
autumn49,GOES_TO,1200,36420
miguel05,GETS,2253e#miguel05,36421
2911,GIVES,2911e#jason35,36422
bnewton,GOES_TO,2636,36423
michelle61,GETS,1341e#michelle61,36424
masonrose,GETS,1676e#masonrose,36425
459,GIVES,459e#goodwinwendy,36426
forr,FOLLOWS,xlane,36427
markwagner,GETS,2703e#markwagner,36428
robertmoore,GETS,782e#robertmoore,36429
walljennifer,FOLLOWS,patrickgarcia,36430
2405,GIVES,2405e#larajustin,36431
1036,GIVES,1036e#mdavid,36432
2126,GIVES,2126e#smithconnie,36433
williamsrobert,GETS,2601e#williamsrobert,36434
jeremykemp,GOES_TO,108,36435
mitchell02,PRESENTS,859,36436
2803,GIVES,2803e#victoria71,36437
maldonadonancy,GETS,2254e#maldonadonancy,36438
1578,GIVES,1578e#smithmitchell,36439
1858,GIVES,1858e#gmcgee,36440
randall96,GETS,2446e#randall96,36441
254,GIVES,254e#cookebarbara,36442
laura39,GOES_TO,1082,36443
alexander67,GOES_TO,2187,36444
erandolph,FOLLOWS,roselopez,36445
449,GIVES,449e#ghoward,36446
april43,GOES_TO,298,36447
matthewknox,FOLLOWS,fischerbrandon,36448
macevedo,GOES_TO,1720,36449
nguyenanna,GOES_TO,1363,36450
lynnbailey,HOSTS,1424,36451
angelasoto,PRESENTS,745,36452
larry74,GETS,1803e#larry74,36453
april90,GETS,751e#april90,36454
terickson,GOES_TO,255,36455
trevorortiz,GOES_TO,1857,36456
thompsonwalter,FOLLOWS,eddiethomas,36457
1358,GIVES,1358e#edgardavis,36458
44,GIVES,44e#whansen,36459
parrishbrian,GOES_TO,190,36460
jessica56,FOLLOWS,gallegosanna,36461
josephkyle,GETS,2067e#josephkyle,36462
jamie70,FOLLOWS,katelyn76,36463
vperkins,GOES_TO,2205,36464
510q2,ASKED_IN,510,36465
lauren16,GETS,2791e#lauren16,36466
229,GIVES,229e#hickswilliam,36467
ifrench,PRESENTS,1728,36468
1118,GIVES,1118e#ann77,36469
andrewwoods,FOLLOWS,ingramnicole,36470
437,GIVES,437e#derrick23,36471
shelby43,FOLLOWS,nsanders,36472
olsonnicholas,FOLLOWS,rsparks,36473
danielbrown,GOES_TO,1445,36474
darryl21,GOES_TO,69,36475
joshuagarza,PRESENTS,2944,36476
2924,GIVES,2924e#ohall,36477
45,GIVES,45e#cardenasrebecca,36478
twood,GETS,2393e#twood,36479
carolbauer,GETS,774e#carolbauer,36480
gillespiekathy,FOLLOWS,natalie81,36481
mariah46,GOES_TO,2494,36482
hilllori,GOES_TO,2849,36483
diana51,GETS,1931e#diana51,36484
walshfrank,PRESENTS,2074,36485
robert45,GOES_TO,1538,36486
2625,GIVES,2625e#xhale,36487
xsmith,GOES_TO,468,36488
2119,GIVES,2119e#msellers,36489
patrick74,GOES_TO,2249,36490
1960,GIVES,1960e#lisa16,36491
shannondennis,GOES_TO,1219,36492
holmesadam,GETS,1499e#holmesadam,36493
rothalan,GOES_TO,2049,36494
842,GIVES,842e#zanderson,36495
rachel75,GOES_TO,1366,36496
kevin86,GETS,1716e#kevin86,36497
vmoore,GOES_TO,2482,36498
1293,GIVES,1293e#josephford,36499
218,GIVES,218e#christinescott,36500
jwilliams,GOES_TO,610,36501
2419,GIVES,2419e#nclark,36502
700,GIVES,700e#hreeves,36503
erin66,GETS,2452e#erin66,36504
631q1,ASKED_IN,631,36505
acalderon,GOES_TO,1176,36506
2774,GIVES,2774e#robertmiller,36507
mswanson,GOES_TO,2791,36508
david95,GETS,2675e#david95,36509
jacqueline81,FOLLOWS,jmartinez,36510
austinmichael,FOLLOWS,donnahowell,36511
jeff41,GETS,1518e#jeff41,36512
2420,IN_TYPE,Workshop,36513
edwardsjasmine,FOLLOWS,lynnbailey,36514
1199,GIVES,1199e#taylor52,36515
murphyvictoria,GETS,2056e#murphyvictoria,36516
butlerbecky,GETS,2932e#butlerbecky,36517
782,GIVES,782e#hollandheather,36518
valeriehunt,GETS,314e#valeriehunt,36519
mfigueroa,GETS,1738e#mfigueroa,36520
palmervanessa,GETS,1751e#palmervanessa,36521
michaelsmith,GETS,1983e#michaelsmith,36522
deborah76,GETS,1614e#deborah76,36523
120,GIVES,120e#janderson,36524
gmartinez,GOES_TO,1007,36525
1884q1,ASKED_IN,1884,36526
bhernandez,GOES_TO,159,36527
omarwood,GOES_TO,2979,36528
2095,GIVES,2095e#hbartlett,36529
richardsonjennifer,GETS,99e#richardsonjennifer,36530
hooperbruce,GOES_TO,2654,36531
1251,GIVES,1251e#wgonzales,36532
ayalamichelle,GOES_TO,2756,36533
1575,GIVES,1575e#bridgeswilliam,36534
brandoncantu,GETS,889e#brandoncantu,36535
2925q4,ASKED_IN,2925,36536
551,GIVES,551e#tracy90,36537
utaylor,GETS,2353e#utaylor,36538
2167,GIVES,2167e#rogerphillips,36539
pflynn,GOES_TO,1915,36540
dgalvan,PRESENTS,1675,36541
danielle18,HOSTS,2021,36542
yallison,GOES_TO,1587,36543
1632,GIVES,1632e#novakbenjamin,36544
nicole94,FOLLOWS,wyoung,36545
matthewschmidt,FOLLOWS,johnstonpeter,36546
hartmatthew,GETS,2806e#hartmatthew,36547
2198,GIVES,2198e#josephrodriguez,36548
1400,GIVES,1400e#ashleycopeland,36549
cabreratonya,GETS,62e#cabreratonya,36550
stephanie89,GOES_TO,1943,36551
btrujillo,FOLLOWS,boothkevin,36552
kmoore,FOLLOWS,jennifermartin,36553
966,GIVES,966e#knighthoward,36554
amy71,GETS,1704e#amy71,36555
imaldonado,FOLLOWS,gdaniels,36556
yzamora,GETS,1025e#yzamora,36557
wmoore,GOES_TO,2624,36558
kristin62,GETS,2592e#kristin62,36559
chansen,FOLLOWS,baileyelizabeth,36560
702,GIVES,702e#reedanna,36561
1957,IN_TYPE,Masterclass,36562
150,GIVES,150e#morseanthony,36563
137,GIVES,137e#matthew14,36564
annelewis,GETS,1356e#annelewis,36565
watkinscynthia,GETS,494e#watkinscynthia,36566
caitlynwood,GETS,465e#caitlynwood,36567
ericthompson,GOES_TO,1862,36568
riveradaniel,GETS,1893e#riveradaniel,36569
abbottshannon,GETS,853e#abbottshannon,36570
ndavis,GETS,796e#ndavis,36571
dhoffman,FOLLOWS,elizabeth10,36572
611,GIVES,611e#qolsen,36573
2372,GIVES,2372e#elizabeth81,36574
316,GIVES,316e#obutler,36575
smurphy,GOES_TO,2981,36576
jacobobrien,FOLLOWS,kbernard,36577
hammondautumn,GOES_TO,2672,36578
arthurjackson,GOES_TO,2356,36579
jennifer45,GOES_TO,1959,36580
smithmartin,FOLLOWS,brady53,36581
mary70,GOES_TO,1511,36582
kimberlyroberts,GOES_TO,1015,36583
2127,GIVES,2127e#michael82,36584
michael93,GETS,222e#michael93,36585
barronangela,GETS,695e#barronangela,36586
ashleycopeland,GETS,2564e#ashleycopeland,36587
bushbradley,FOLLOWS,youngcynthia,36588
mark93,GOES_TO,237,36589
325,GIVES,325e#hoopermaria,36590
devin02,GETS,2801e#devin02,36591
tracylittle,GETS,76e#tracylittle,36592
rbrown,FOLLOWS,andersonmegan,36593
bmoore,FOLLOWS,marvin44,36594
igoodwin,GETS,979e#igoodwin,36595
garrett60,FOLLOWS,angela69,36596
katherinemaldonado,GETS,289e#katherinemaldonado,36597
tatekelsey,GOES_TO,2148,36598
nlynch,GOES_TO,2689,36599
372,GIVES,372e#kking,36600
travis37,GETS,1437e#travis37,36601
1277,GIVES,1277e#kennedyscott,36602
mary14,GETS,1302e#mary14,36603
nmartinez,GETS,2605e#nmartinez,36604
jay75,GOES_TO,1329,36605
odavis,GETS,887e#odavis,36606
294,GIVES,294e#schmidtgabriel,36607
torresdarrell,GOES_TO,2039,36608
1294q4,ASKED_IN,1294,36609
justin08,FOLLOWS,catherinewise,36610
brittanybarrett,GETS,454e#brittanybarrett,36611
2598,GIVES,2598e#colonharold,36612
graytom,GETS,1322e#graytom,36613
2467,GIVES,2467e#wendy65,36614
iterrell,FOLLOWS,ashleythompson,36615
iwilliams,FOLLOWS,gregoryhoward,36616
2916,GIVES,2916e#jfisher,36617
852,GIVES,852e#lawrence95,36618
browncarrie,GOES_TO,1440,36619
karenbuchanan,FOLLOWS,jodi11,36620
705,GIVES,705e#michael21,36621
896,GIVES,896e#deborahchavez,36622
720,GIVES,720e#jessica97,36623
ashleydavis,GETS,599e#ashleydavis,36624
arodriguez,PRESENTS,2231,36625
hsingh,FOLLOWS,todd01,36626
2946,GIVES,2946e#christinacabrera,36627
jonesmichael,GOES_TO,562,36628
gfry,GOES_TO,2544,36629
amanda50,GETS,2681e#amanda50,36630
jerry12,GETS,2634e#jerry12,36631
iking,GOES_TO,1514,36632
shannon85,GETS,409e#shannon85,36633
jenniferortiz,GOES_TO,2249,36634
calebayala,GETS,169e#calebayala,36635
1912,GIVES,1912e#aschneider,36636
sreynolds,PRESENTS,2819,36637
valeriehunt,GOES_TO,21,36638
aaguilar,PRESENTS,1827,36639
1943,GIVES,1943e#david22,36640
derrickolson,GETS,1359e#derrickolson,36641
hudsonmichelle,GOES_TO,1893,36642
1059q4,ASKED_IN,1059,36643
gregory33,GETS,1601e#gregory33,36644
qfuller,GOES_TO,1148,36645
812,GIVES,812e#fpennington,36646
ufuller,GOES_TO,341,36647
821,GIVES,821e#smithjared,36648
csmith,GOES_TO,474,36649
dennis69,PRESENTS,2405,36650
william95,GOES_TO,2225,36651
748,GIVES,748e#christopher74,36652
2370,GIVES,2370e#gmurphy,36653
jameswilliams,FOLLOWS,virginia59,36654
hmckee,GETS,2936e#hmckee,36655
2371,GIVES,2371e#jensenkatie,36656
matthewford,GETS,1257e#matthewford,36657
roachisaiah,PRESENTS,2099,36658
jenniferallen,GETS,703e#jenniferallen,36659
nicholas72,GOES_TO,2020,36660
balexander,GETS,1616e#balexander,36661
samanthawilliams,GOES_TO,372,36662
2643,GIVES,2643e#michael26,36663
iwest,FOLLOWS,kimmills,36664
melinda31,GETS,73e#melinda31,36665
brooksalexander,PRESENTS,307,36666
wfuller,GETS,952e#wfuller,36667
johnsnow,GETS,2461e#johnsnow,36668
ffuller,GOES_TO,1352,36669
2670,GIVES,2670e#lthornton,36670
bowmantodd,FOLLOWS,yjones,36671
mossmary,FOLLOWS,douglasjeremiah,36672
759,GIVES,759e#jerome76,36673
corey10,GETS,842e#corey10,36674
michaelkeller,FOLLOWS,carriemathews,36675
courtney24,FOLLOWS,devinjones,36676
1277,GIVES,1277e#bryan37,36677
zmcintyre,GETS,800e#zmcintyre,36678
daviesamanda,GETS,42e#daviesamanda,36679
gregory13,GETS,2580e#gregory13,36680
jerry25,GOES_TO,2366,36681
1267,GIVES,1267e#raycarter,36682
ofox,FOLLOWS,lindatorres,36683
56,GIVES,56e#jamesadams,36684
iwilliams,GETS,685e#iwilliams,36685
barbara68,GOES_TO,252,36686
broth,GETS,1797e#broth,36687
matthewschneider,GOES_TO,121,36688
coxroger,FOLLOWS,jasonharvey,36689
wlowery,GETS,2287e#wlowery,36690
2830,GIVES,2830e#ralphjohnson,36691
kennethhunter,GETS,2720e#kennethhunter,36692
2887,GIVES,2887e#yvonne01,36693
2639,GIVES,2639e#michael90,36694
wsnyder,FOLLOWS,bryandawson,36695
carolgarcia,GETS,466e#carolgarcia,36696
109,GIVES,109e#jesse96,36697
johnmurray,FOLLOWS,vhess,36698
765,GIVES,765e#miranda08,36699
nwilliamson,GOES_TO,1904,36700
vroberson,GOES_TO,523,36701
ffletcher,GOES_TO,138,36702
denniscaroline,GETS,1774e#denniscaroline,36703
lori07,PRESENTS,624,36704
thompsonrichard,GETS,2418e#thompsonrichard,36705
nshaffer,GOES_TO,692,36706
seananderson,GETS,2355e#seananderson,36707
703,GIVES,703e#kmcdowell,36708
829,GIVES,829e#mark42,36709
pespinoza,GETS,2757e#pespinoza,36710
andrea09,FOLLOWS,carriemathews,36711
knightsamuel,GETS,1775e#knightsamuel,36712
glennmckinney,GOES_TO,1604,36713
jordan79,GETS,1525e#jordan79,36714
maddoxjennifer,GETS,1636e#maddoxjennifer,36715
gary35,GETS,2599e#gary35,36716
christopherthomas,GETS,1132e#christopherthomas,36717
crichardson,GOES_TO,1518,36718
jessica49,FOLLOWS,ryanwatkins,36719
1938,GIVES,1938e#nmartinez,36720
robersonalyssa,GOES_TO,1095,36721
mccartydavid,FOLLOWS,thomasrichard,36722
stevenfrazier,GETS,1350e#stevenfrazier,36723
burchdavid,FOLLOWS,chase81,36724
lawrencethomas,GETS,134e#lawrencethomas,36725
uvaldez,GOES_TO,2931,36726
kimberlymurphy,GOES_TO,1834,36727
2892,GIVES,2892e#bwade,36728
803,GIVES,803e#nnelson,36729
ecox,GETS,2203e#ecox,36730
ortizanna,GETS,2945e#ortizanna,36731
andrewbeasley,GOES_TO,14,36732
85,GIVES,85e#susan21,36733
sheila83,GETS,443e#sheila83,36734
1559,GIVES,1559e#karajohnson,36735
nicholas11,GOES_TO,768,36736
hgriffith,GOES_TO,280,36737
justin84,GOES_TO,1813,36738
clarkandrea,PRESENTS,1438,36739
josephjackson,GETS,1354e#josephjackson,36740
445,GIVES,445e#nmccullough,36741
1545,GIVES,1545e#williebanks,36742
lisastein,PRESENTS,2337,36743
ulopez,GETS,2116e#ulopez,36744
2661,GIVES,2661e#elizabethbrown,36745
spope,GOES_TO,2836,36746
1140,GIVES,1140e#donaldhenry,36747
anthonyanderson,FOLLOWS,palmerkathleen,36748
fcase,GETS,976e#fcase,36749
hancockchristine,GETS,477e#hancockchristine,36750
2975,GIVES,2975e#andrew02,36751
qmiller,GOES_TO,2306,36752
2185q2,ASKED_IN,2185,36753
cprice,GOES_TO,1693,36754
rpollard,GOES_TO,313,36755
433,GIVES,433e#bwilliams,36756
natalie65,GETS,280e#natalie65,36757
2263,GIVES,2263e#bakerjeremy,36758
2151,GIVES,2151e#roberto24,36759
jenna95,PRESENTS,2479,36760
2912,GIVES,2912e#johnsonveronica,36761
2808,GIVES,2808e#youngkurt,36762
kristen19,GOES_TO,1359,36763
tylerfaulkner,GETS,1444e#tylerfaulkner,36764
agraham,FOLLOWS,mckinneykaren,36765
brittney07,GETS,1430e#brittney07,36766
waynecummings,GETS,1484e#waynecummings,36767
katherine22,GOES_TO,2441,36768
cameron67,FOLLOWS,jesus51,36769
allenbrian,FOLLOWS,brady53,36770
taylormichael,GOES_TO,31,36771
2853,GIVES,2853e#christinarussell,36772
1514,GIVES,1514e#murphyvictoria,36773
briannadurham,GETS,2745e#briannadurham,36774
briannadurham,GETS,1614e#briannadurham,36775
vanessagutierrez,GOES_TO,2013,36776
fwright,GOES_TO,1706,36777
burnsluis,PRESENTS,2141,36778
nmoore,GETS,747e#nmoore,36779
1251,GIVES,1251e#brandon62,36780
kathleenowens,GETS,2483e#kathleenowens,36781
1572,GIVES,1572e#wilsoncharlotte,36782
2207q4,ASKED_IN,2207,36783
292,GIVES,292e#kaylasmith,36784
709,GIVES,709e#herreradeborah,36785
jeremy99,GETS,984e#jeremy99,36786
tfreeman,GOES_TO,2145,36787
brownroy,GOES_TO,2653,36788
andrew42,FOLLOWS,mendezthomas,36789
iriley,GOES_TO,480,36790
wparks,FOLLOWS,elliottjenny,36791
hernandezbrent,FOLLOWS,woodrobert,36792
1459,GIVES,1459e#lewisemma,36793
2959,IN_TYPE,Masterclass,36794
flynnaaron,GETS,509e#flynnaaron,36795
jmills,GETS,2591e#jmills,36796
